%time input output
0.017117 -3.59345396006 0.547415109279
0.017118 -3.62275366705 0.558706617289
0.017119 -3.65201761892 0.570017285081
0.01712 -3.68124552685 0.581347001024
0.017121 -3.71043710237 0.592695653297
0.017122 -3.73959205738 0.604063129893
0.017123 -3.76871010412 0.615449318622
0.017124 -3.79779095522 0.626854107105
0.017125 -3.82683432365 0.638277382781
0.017126 -3.85583992277 0.649719032908
0.017127 -3.88480746631 0.661178944562
0.017128 -3.91373666837 0.672657004636
0.017129 -3.94262724343 0.684153099849
0.01713 -3.97147890635 0.695667116737
0.017131 -4.00029137237 0.707198941662
0.017132 -4.02906435714 0.71874846081
0.017133 -4.05779757666 0.730315560192
0.017134 -4.08649074736 0.741900125644
0.017135 -4.11514358605 0.753502042833
0.017136 -4.14375580993 0.765121197251
0.017137 -4.17232713662 0.776757474223
0.017138 -4.20085728412 0.788410758903
0.017139 -4.22934597085 0.800080936277
0.01714 -4.25779291565 0.811767891166
0.017141 -4.28619783775 0.823471508225
0.017142 -4.31456045681 0.835191671943
0.017143 -4.3428804929 0.846928266647
0.017144 -4.37115766651 0.858681176502
0.017145 -4.39939169856 0.870450285511
0.017146 -4.42758231039 0.882235477518
0.017147 -4.45572922377 0.894036636208
0.017148 -4.4838321609 0.905853645107
0.017149 -4.51189084442 0.917686387588
0.01715 -4.5399049974 0.929534746865
0.017151 -4.56787434334 0.941398606
0.017152 -4.59579860621 0.953277847901
0.017153 -4.62367751041 0.965172355326
0.017154 -4.65151078077 0.97708201088
0.017155 -4.67929814261 0.98900669702
0.017156 -4.70703932165 1.00094629605
0.017157 -4.73473404412 1.01290069014
0.017158 -4.76238203668 1.0248697613
0.017159 -4.78998302645 1.0368533914
0.01716 -4.81753674102 1.04885146216
0.017161 -4.84504290844 1.06086385518
0.017162 -4.87250125725 1.07289045189
0.017163 -4.89991151644 1.08493113359
0.017164 -4.92727341548 1.09698578145
0.017165 -4.95458668432 1.10905427649
0.017166 -4.98185105339 1.12113649961
0.017167 -5.00906625361 1.13323233156
0.017168 -5.03623201636 1.14534165294
0.017169 -5.06334807353 1.15746434426
0.01717 -5.0904141575 1.16960028587
0.017171 -5.11743000114 1.18174935798
0.017172 -5.14439533782 1.1939114407
0.017173 -5.17130990138 1.20608641398
0.017174 -5.19817342621 1.21827415766
0.017175 -5.22498564716 1.23047455147
0.017176 -5.25174629961 1.24268747497
